PMID,DOI,Year,Suggested_Tier,Reason_Tier,Bioactivity_Extracted_NLP,Abstract
21283829,10.1371/journal.pone.0016344,2011,1.0,Tier 1: enzymatic/direct,,"Peroxisome proliferator-activated receptors (PPARs) are nuclear receptors with essential functions in lipid, glucose and energy homeostasis, cell differentiation, inflammation and metabolic disorders, and represent important drug targets. PPARs heterodimerize with retinoid X receptors (RXRs) and can form transcriptional activator or repressor complexes at specific DNA elements (PPREs). It is believed that the decision between repression and activation is generally governed by a ligand-mediated switch. We have performed genomewide analyses of agonist-treated and PPARβ/δ-depleted human myofibroblasts to test this hypothesis and to identify global principles of PPARβ/δ-mediated gene regulation. Chromatin immunoprecipitation sequencing (ChIP-Seq) of PPARβ/δ, H3K4me3 and RNA polymerase II enrichment sites combined with transcriptional profiling enabled the definition of 112 bona fide PPARβ/δ target genes showing either of three distinct types of transcriptional response: (I) ligand-independent repression by PPARβ/δ; (II) ligand-induced activation and/or derepression by PPARβ/δ; and (III) ligand-independent activation by PPARβ/δ. These data identify PPRE-mediated repression as a major mechanism of transcriptional regulation by PPARβ/δ, but, unexpectedly, also show that only a subset of repressed genes are activated by a ligand-mediated switch. Our results also suggest that the type of transcriptional response by a given target gene is connected to the structure of its associated PPRE(s) and the biological function of its encoded protein. These observations have important implications for understanding the regulatory PPAR network and PPARβ/δ ligand-based drugs."
21273581,,2011,1.0,Tier 1: enzymatic/direct,,"The epidermal growth factor receptor (EGFR, ErbB-1, HER-1) is overexpressed in many epithelial tumors, particularly head and neck squamous cell carcinomas (HNSCCs) and is related to poor prognosis. For non-small cell lung cancer (NSCLC) it was found that activating mutations in the kinase domain of the receptor predicted a high response-rate to EGFR-specific kinase inhibitors. The goal of the present study was to investigate potential sequence changes of EGFR in HNSCC cells and to determine their possible role in tumor biology. The whole EGFR coding sequence of eleven previously well-characterized HNSCC cell lines was determined by RT-PCR sequencing. The response of the cells to the kinase inhibitor AG1478 and the monoclonal anti-EGFR antibody cetuximab was evaluated by cell cycle and Western blot analysis. None of the cell lines exhibited EGFR mutations. However, 4 out of the 11 (36%) cell lines harboured the K497 polymorphism in the receptor. The R497 cell lines were more frequently (71%) derived from N(+) tumors than the K497 cell lines (25%), whereas the K497 cells, although not reaching significance, appeared on average to be more sensitive to inhibitor treatment. This effect was particularly pronounced in the AG1478-treated tumor cells and was associated with the level of extracellular-signal regulated kinase-1/2 phosphorylation which appeared more efficiently inhibited in the cell lines exhibiting the K497 EGFR polymorphism. EGFR mutations are a rare event in HNSCC cell lines and, consistent with previous studies the EGFR codon 497 polymorphism could play a significant role in HNSCC disease and therapy response."
21214672,10.1111/j.1349-7006.2011.01853.x,2011,1.0,Tier 1: enzymatic/direct,,"Due to an unfavorable prognosis using the usual therapy, patients with anaplastic thyroid cancer (ATC) are in desperate need of new therapeutic strategies. The objective of this study was to evaluate the effects of MLN8054, an inhibitor of the Aurora serine/threonine kinases, on ATC cells in vitro and on ATC xenografts as a new therapeutic strategy for ATC. Three anaplastic (Hth74, C643, Kat4) and one follicular (FTC133) thyroid cancer cell lines were evaluated in vitro and Kat4 xenografts in vivo. The antiproliferative effect of MLN8054 (0.1-10 μM) on thyroid cancer cells was quantified by sulphorhodamine B-assay. The proapoptotic effect and the effects on the cell cycle were evaluated by flow cytometry after Annexin-V-FITC staining. Further Histone H3 phosphorylation was analysed. In vivo, antiproliferative and antiangiogenic effects were assessed by tumor volume and morphometric analysis following immunohistochemical staining (Ki-67, pHisH3, CD31). Treatment of the different TC cells with MLN8054 inhibited proliferation in a time- and dose-dependent manner, with IC(50) values between 0.1 and 10 μM. Administration of MLN8054 resulted in an increase of apoptotic cells, decreased Histone H3 phosphorylation and induced cell cycle arrest. In vivo, treatment of ATC by MLN8054 resulted in an up to 86% reduced tumor volume and 89% reduced tumor vascularity. In conclusion, our data demonstrated that Aurora kinase inhibition is effective in reducing cell growth and inducing apoptosis of ATC in vitro and tumor growth and vascularity in vivo. Controlled clinical studies on MLN8054 or comparable compounds would be worthwhile to evaluate its potential therapeutic value for treatment of ATC."
21115909,,2010,1.0,Tier 1: enzymatic/direct,,"The anti-apoptotic protein BCL-x(L) and the cell cycle inhibitor p21(CIP1/WAF1) were previously implicated in head and neck cancer. Several reports point to a role of the epidermal growth factor receptor (EGFR, ErbB-1, HER1) in regulating their expression. In the present study, we investigated the influence of EGFR on these tumor-associated factors. HNSCC cell lines were incubated with EGF or with the EGFR-specific kinase inhibitor AG1478. Western blot analysis and quantitative reverse transcription-polymerase chain reaction (qRT-PCR) were deployed to measure BCL-x(L) and p21(CIP1/WAF1) protein and mRNA levels. A dose-dependent rise of BCL-x(L) as well as p21(CIP1/WAF1) protein was noted after incubation with EGF, whereas inhibition with AG1478 reduced basal expression levels. No influence on BCL-2 was seen. Interestingly, qRT-PCR revealed that p21(CIP1/WAF1) but not BCL-x(L) transcript levels were induced after EGF treatment. Taken together, it can be stated that p21(CIP1/WAF1) and BCL-x(L) but not BCL-2 levels are tightly regulated by EGFR in HNSCC cell lines. BCL-x(L) induction appears to be due to protein stabilization rather than transcriptional activation, which is the likely cause of p21(CIP1/WAF1) induction. The noted variability in EGF response of HNSCC cells could reflect frequently observed variations in clinical response rates after implementation of anti-EGFR therapies."
21093485,10.1016/j.jviromet.2010.11.010,2011,1.0,Tier 1: enzymatic/direct,,"The filoviruses, Marburg virus (MARV) and Ebola virus (EBOV), are causative agents of severe hemorrhagic fever with high mortality rates in humans and non-human primates. Sporadic outbreaks of filovirus infection have occurred in Central Africa and parts of Asia. Identification of the natural reservoir animals that are unknown yet and epidemiological investigations are current challenges to forestall outbreaks of filovirus diseases. The filovirus species identified currently include one in the MARV group and five in the EBOV group, with large genetic variations found among the species. Therefore, it has been difficult to develop a single sensitive assay to detect all filovirus species, which would advance laboratory diagnosis greatly in endemic areas. In this study, a highly sensitive universal RT-PCR assay targeting the nucleoprotein (NP) gene of filoviruses was developed. The genomic RNAs of all known MARV and EBOV species were detected by using an NP-specific primer set. In addition, this RT-PCR procedure was verified further for its application to detect viral RNAs in tissue samples of animals infected experimentally and blood specimens of infected patients. This assay will be a useful method for diagnostics and epidemiological studies of filovirus infections."
20886108,10.1371/journal.ppat.1001121,2010,1.0,Tier 1: enzymatic/direct,,"Ebolavirus (EBOV) is an enveloped, single-stranded, negative-sense RNA virus that causes severe hemorrhagic fever with mortality rates of up to 90% in humans and nonhuman primates. Previous studies suggest roles for clathrin- or caveolae-mediated endocytosis in EBOV entry; however, ebolavirus virions are long, filamentous particles that are larger than the plasma membrane invaginations that characterize clathrin- or caveolae-mediated endocytosis. The mechanism of EBOV entry remains, therefore, poorly understood. To better understand Ebolavirus entry, we carried out internalization studies with fluorescently labeled, biologically contained Ebolavirus and Ebolavirus-like particles (Ebola VLPs), both of which resemble authentic Ebolavirus in their morphology. We examined the mechanism of Ebolavirus internalization by real-time analysis of these fluorescently labeled Ebolavirus particles and found that their internalization was independent of clathrin- or caveolae-mediated endocytosis, but that they co-localized with sorting nexin (SNX) 5, a marker of macropinocytosis-specific endosomes (macropinosomes). Moreover, the internalization of Ebolavirus virions accelerated the uptake of a macropinocytosis-specific cargo, was associated with plasma membrane ruffling, and was dependent on cellular GTPases and kinases involved in macropinocytosis. A pseudotyped vesicular stomatitis virus possessing the Ebolavirus glycoprotein (GP) also co-localized with SNX5 and its internalization and infectivity were affected by macropinocytosis inhibitors. Taken together, our data suggest that Ebolavirus is internalized into cells by stimulating macropinocytosis in a GP-dependent manner. These findings provide new insights into the lifecycle of Ebolavirus and may aid in the development of therapeutics for Ebolavirus infection."
20862315,10.1371/journal.ppat.1001110,2010,1.0,Tier 1: enzymatic/direct,,"Zaire ebolavirus (ZEBOV), a highly pathogenic zoonotic virus, poses serious public health, ecological and potential bioterrorism threats. Currently no specific therapy or vaccine is available. Virus entry is an attractive target for therapeutic intervention. However, current knowledge of the ZEBOV entry mechanism is limited. While it is known that ZEBOV enters cells through endocytosis, which of the cellular endocytic mechanisms used remains unclear. Previous studies have produced differing outcomes, indicating potential involvement of multiple routes but many of these studies were performed using noninfectious surrogate systems such as pseudotyped retroviral particles, which may not accurately recapitulate the entry characteristics of the morphologically distinct wild type virus. Here we used replication-competent infectious ZEBOV as well as morphologically similar virus-like particles in specific infection and entry assays to demonstrate that in HEK293T and Vero cells internalization of ZEBOV is independent of clathrin, caveolae, and dynamin. Instead the uptake mechanism has features of macropinocytosis. The binding of virus to cells appears to directly stimulate fluid phase uptake as well as localized actin polymerization. Inhibition of key regulators of macropinocytosis including Pak1 and CtBP/BARS as well as treatment with the drug EIPA, which affects macropinosome formation, resulted in significant reduction in ZEBOV entry and infection. It is also shown that following internalization, the virus enters the endolysosomal pathway and is trafficked through early and late endosomes, but the exact site of membrane fusion and nucleocapsid penetration in the cytoplasm remains unclear. This study identifies the route for ZEBOV entry and identifies the key cellular factors required for the uptake of this filamentous virus. The findings greatly expand our understanding of the ZEBOV entry mechanism that can be applied to development of new therapeutics as well as provide potential insight into the trafficking and entry mechanism of other filoviruses."
20828365,10.1515/CCLM.2010.334,2010,1.0,Tier 1: enzymatic/direct,,"The Marburg I (MRI) single nucleotide polymorphism (SNP) of the factor VII-activating protease (FSAP) gene has been associated with thrombophilia, thromboembolism, atherosclerosis, and the incidence and progression of carotid stenosis. At present, MRI SNP testing is mainly performed using costly nucleic acid analysis. The ratio between FSAP activity and antigen concentrations in citrated plasma has been used to assess the FSAP genotype. This article describes the development of a prototype ELISA for the detection of the MRI FSAP alloenzyme, and its correlation to FSAP genotypes to assess whether a positive MRI FSAP ELISA result may be used as a surrogate marker for the presence of the MRI SNP. ELISA results were correlated with FSAP genotypes from 523 blood donors measured using PCR. Diagnostic sensitivity and specificity of the assay for determination of the genotype were 100% (95% confidence interval [CI]: 93.36-100) and 99.79% (95% CI: 98.80-99.96), respectively. Maximum run-to-run, within-run, and total coefficients of variation were 7.8%, 7.9%, and 9.9%, respectively. No cross-reactivities with homologues of the MRI FSAP alloenzyme were observed. Test performance was not affected by typical interfering compounds. The data demonstrate that an immunoassay applying antibodies specific to the MRI FSAP alloenzyme can provide sufficiently accurate detection of the MRI SNP. This will significantly simplify MRI FSAP testing, particularly in large cohorts."
20728703,10.1016/j.pcad.2010.06.003,2010,1.0,Tier 1: enzymatic/direct,,"The incidence and extent of pericardial involvement in neoplastic disease varies. In a considerable number of patients with breast or lung cancer or with mediastinal lymphoma, in addition to direct involvement by the tumor, radiation therapy as well as systemic tumor treatment can also lead to pericardial effusion. In addition, in immunosuppressed tumor patients, pericardial effusion can also arise from viral, bacterial, and autoimmune causes. To distinguish between these 3 different conditions leading to pericardial effusion, the diagnosis should be based on pericardiocentesis followed by fluid analysis for cytology and biomarkers, on epicardial and pericardial biopsy facilitated by flexible pericardioscopy with analysis of specimens by conventional histology and molecular biology techniques for viral and microbial aetiology. We collected prospectively but analyzed retrospectively 357 patients undergoing pericardiocentesis from 1988 to 2008 and identified 68 patients who had cancer-related pericardial effusion. With these methods, 42 patients demonstrated malignant effusion, 15 patients had radiation-induced pericardial, effusion, and in 11 patients without radiation therapy, the effusion could be attributed to either viral infection in 5 cases or to an autoimmune process in the remaining 6 patients. Consequently, intrapericardial treatment could be tailored for each cohort: neoplastic effusion was treated with intrapericardial cisplatin (single instillation of 30 mg/m(2) per 24 hours); in addition to the tumor-specific systemic chemotherapy, intrapericardial triamcinolone acetate (Volon A) was given in a dose of 500 mg/m(2) in the patients with autoimmune and radiation-induced effusion. Saline rinsing and intrapericardial sclerosing treatment were the treatment of choice in viral pericardial effusion. Oral colchicine treatment (2-3 x 0.5 mg) was given in all patients for at least 3 months. Recurrence of pericardial effusion was prevented for at least 3 months in more than 85% of patients. This differential diagnostic approach and the results of treatment were compared with published series."
20702783,10.1074/mcp.M110.003418,2010,1.0,Tier 1: enzymatic/direct,,"An assessment of the total protein composition of filovirus (ebolavirus and marburgvirus) virions is currently lacking. In this study, liquid chromatography-linked tandem mass spectrometry of purified ebola and marburg virions was performed to identify associated cellular proteins. Host proteins involved in cell adhesion, cytoskeleton, cell signaling, intracellular trafficking, membrane organization, and chaperones were identified. Significant overlap exists between this data set and proteomic studies of disparate viruses, including HIV-1 and influenza A, generated in multiple cell types. However, the great majority of proteins identified here have not been previously described to be incorporated within filovirus particles. Host proteins identified by liquid chromatography-linked tandem mass spectrometry could lack biological relevance because they represent protein contaminants in the virus preparation, or because they are incorporated within virions by chance. These issues were addressed using siRNA library-mediated gene knockdown (targeting each identified virion-associated host protein), followed by filovirus infection. Knockdown of several host proteins (e.g. HSPA5 and RPL18) significantly interfered with ebolavirus and marburgvirus infection, suggesting specific and relevant virion incorporation. Notably, select siRNAs inhibited ebolavirus, but enhanced marburgvirus infection, suggesting important differences between the two viruses. The proteomic analysis presented here contributes to a greater understanding of filovirus biology and potentially identifies host factors that can be targeted for antiviral drug development."
20686031,10.1128/JVI.00925-10,2010,1.0,Tier 1: enzymatic/direct,,"The ebolavirus (EBOV) VP35 protein binds to double-stranded RNA (dsRNA), inhibits host alpha/beta interferon (IFN-α/β) production, and is an essential component of the viral polymerase complex. Structural studies of the VP35 C-terminal IFN inhibitory domain (IID) identified specific structural features, including a central basic patch and a hydrophobic pocket, that are important for dsRNA binding and IFN inhibition. Several other conserved basic residues bordering the central basic patch and a separate cluster of basic residues, called the first basic patch, were also identified. Functional analysis of alanine substitution mutants indicates that basic residues outside the central basic patch are not required for dsRNA binding or for IFN inhibition. However, minigenome assays, which assess viral RNA polymerase complex function, identified these other basic residues to be critical for viral RNA synthesis. Of these, a subset located within the first basic patch is important for VP35-nucleoprotein (NP) interaction, as evidenced by the inability of alanine substitution mutants to coimmunoprecipitate with NP. Therefore, first basic patch residues are likely critical for replication complex formation through interactions with NP. Coimmunoprecipitation studies further demonstrate that the VP35 IID is sufficient to interact with NP and that dsRNA can modulate VP35 IID interactions with NP. Other basic residue mutations that disrupt the VP35 polymerase cofactor function do not affect interaction with NP or with the amino terminus of the viral polymerase. Collectively, these results highlight the importance of conserved basic residues from the EBOV VP35 C-terminal IID and validate the VP35 IID as a potential therapeutic target."
20682032,10.1186/1471-2407-10-403,2010,1.0,Tier 1: enzymatic/direct,,"Siah proteins play an important role in cancer progression. We evaluated the effect of Siah1, its splice variants Siah1L and the Siah1 mutant with the RING finger deleted (Siah1DeltaR) on radiosensitization of human breast cancer cells. The status of Siah1 and Siah1L was analysed in five breast cancer cell lines. To establish stable cells, SKBR3 cells were transfected with Siah1, Siah-1L and Siah1DeltaR. Siah1 function was suppressed by siRNA in MCF-7 cells. The impact of Siah1 overexpression and silencing on apoptosis, proliferation, survival, invasion ability and DNA repair was assessed in SKBR3 and MCF-7 cells, also in regards to radiation. Siah1 and Siah1L mRNA expression was absent in four of five breast cancer cells lines analysed. Overexpression of Siah1 and Siah1L enhanced radiation-induced apoptosis in stable transfected SKBR3 cells, while Siah1DeltaR failed to show this effect. In addition, Siah1 and Siah1L significantly reduced cell clonogenic survival and proliferation. Siah1L sensitization enhancement ratio values were over 1.5 and 4.0 for clonogenic survival and proliferation, respectively, pointing to a highly cooperative and potentially synergistic fashion with radiation. Siah1 or Siah1L significantly reduced invasion ability of SKBR3 and suppressed Tcf/Lef factor activity. Importantly, Siah1 siRNA demonstrated opposite effects in MCF-7 cells. Siah1 and Siah1L overexpression resulted in inhibition of DNA repair as inferred by increased levels of DNA double-strand breaks in irradiated SKBR3 cells. Our results reveal for the first time how overexpression of Siah1L and Siah1 can determine radiosensitivity of breast cancer cells. These findings suggest that development of drugs augmenting Siah1 and Siah1L activity could be a novel approach in improving tumor cell kill."
20660349,10.4049/jimmunol.0902942,2010,1.0,Tier 1: enzymatic/direct,,"Allergic asthma is the most frequent chronic disorder in childhood. Although IgE is a central effector molecule in allergic diseases, the nature of the IgE response is still under debate. The objective of our study was to clarify whether the IgE repertoire in the circulation of allergic children represents a classical Ag-driven and oligoclonal B cell response, a superantigen-like activation of a subset of B cells, or a polyclonal B-1 cell expansion. Using a highly sensitive RT-PCR method, we amplified, cloned, and sequenced IgE H chain transcripts from 13 children with allergic asthma. We gained 1366 functional IgE sequences, which currently represent the most extensive collection of human IgE transcripts. Compared to IgM transcripts from the same children, the somatic mutation rate was significantly enhanced in IgE transcripts (21 per thousand versus 72 per thousand; p < 0.001), which renders a polyclonal B-1 response unlikely. Moreover, IgE sequences displayed significantly enhanced Ag selection and hence were indicative of a classical Ag-driven immune response with affinity maturation (p < 0.001). In contrast to several recent studies, the usage pattern of variable gene segment of the H Ig chain in IgE transcripts followed the germline complexity, arguing against a superantigen-like interaction. We conclude that IgE transcripts in the circulation of children with allergic asthma reflect a classical adaptive B-2 cell response. This study provides reference data for a better characterization of the IgE response under immunomodulating therapies, such as anti-IgE therapy or allergen-specific immunotherapy."
20595396,10.1074/jbc.M110.142018,2010,1.0,Tier 1: enzymatic/direct,,"Peroxisome proliferator-activated receptors (PPARs) not only play a key role in regulating metabolic pathways but also modulate inflammatory processes, pointing to a functional interaction between PPAR and cytokine signaling pathways. In this study, we show by genome-wide transcriptional profiling that PPARβ/δ and transforming growth factor-β (TGFβ) pathways functionally interact in human myofibroblasts and that a subset of these genes is cooperatively activated by TGFβ and PPARβ/δ. Using the angiopoietin-like 4 (ANGPTL4) gene as a model, we demonstrate that two enhancer regions cooperate to mediate the observed synergistic response. A TGFβ-responsive enhancer located ∼8 kb upstream of the transcriptional start site is regulated by a mechanism involving SMAD3, ETS1, RUNX, and AP-1 transcription factors that interact with multiple contiguous binding sites. A second enhancer (PPAR-E) consisting of three juxtaposed PPAR response elements is located in the third intron ∼3.5 kb downstream of the transcriptional start site. The PPAR-E is strongly activated by all three PPAR subtypes, with a novel type of PPAR response element motif playing a central role. Although the PPAR-E is not regulated by TGFβ, it interacts with SMAD3, ETS1, RUNX2, and AP-1 in vivo, providing a possible mechanistic explanation for the observed synergism."
20563822,10.1007/s00425-010-1206-x,2010,1.0,Tier 1: enzymatic/direct,,"Lemon balm (Melissa officinalis, Lamiaceae) is a well-known medicinal plant. Amongst the biologically active ingredients are a number of phenolic compounds, the most prominent of which is rosmarinic acid. To obtain better knowledge of the biosynthesis of these phenolic compounds, two enzymes of the general phenylpropanoid pathway, phenylalanine ammonia-lyase (PAL) and 4-coumarate:coenzyme A-ligase (4CL), were investigated in suspension cultures of lemon balm. MoPAL1 and Mo4CL1 cDNAs were cloned and heterologously expressed in Escherichia coli and the enzymes characterised. Expression analysis of both genes showed a correlation with the enzyme activities and rosmarinic acid content during a cultivation period of the suspension culture. Southern-blot analysis suggested the presence of most probably two gene copies in the M. officinalis genome of both PAL and 4CL. The genomic DNA sequences of MoPAL1 and Mo4CL1 were amplified and sequenced. MoPAL1 contains one phase 2 intron of 836 bp at a conserved site, whilst Mo4CL1 was devoid of introns."
20562231,10.1677/ERC-09-0118,2010,1.0,Tier 1: enzymatic/direct,,"The diagnosis of a malignant pheochromocytoma (PC) can only be established by the presence of distant metastases, but a subset of apparently benign PCs develop metastases. We have employed a microarray analysis to identify a typical gene expression profile which distinguishes malignant from benign PC. Total RNA was isolated from fresh-frozen tissue of five benign and five malignant PCs. The reference consisted of laser microdissected tissue from normal adrenal medulla. After generating Cy3- and Cy5-fluorescently labeled cDNAs, F-chips containing 11 540 spots were hybridized. Data were analyzed with the IMAGENE 3.0 software. Gene expression levels were validated by real-time (RT)-PCR and immunohistochemistry (IHC). The analysis revealed a more than twofold difference in expression between benign and malignant PCs in 132 genes: 19 were up-regulated and 113 were down-regulated. Expression differences of six genes (calsequestrin, NNAT, neurogranin, secreted protein acidic and rich in cysteine (SPARC), EGR2, and MAOB) were confirmed by RT-PCR in 25 PCs. IHC for calsequestrin revealed an overexpression in malignant PCs (7/10 vs 1/10, P=0.03). Comparative analysis by microarray of all ten PCs (benign/malignant) versus normal adrenal medulla revealed a more than twofold expression difference in 455/539 and 491/671 genes respectively. Several of these genes are known to participate on adrenal tumorigenesis, potential tumor suppressor genes, and oncogenes. Comprehensive gene expression analysis of malignant and benign PCs revealed different gene profiles, which could be used to discriminate between malignant and benign PCs. Based on these findings, the strategy for further follow-up and treatment could be modified accordingly."
20511019,10.1016/S0140-6736(10)60357-1,2010,1.0,Tier 1: enzymatic/direct,,"We previously showed that small interfering RNAs (siRNAs) targeting the Zaire Ebola virus (ZEBOV) RNA polymerase L protein formulated in stable nucleic acid-lipid particles (SNALPs) completely protected guineapigs when administered shortly after a lethal ZEBOV challenge. Although rodent models of ZEBOV infection are useful for screening prospective countermeasures, they are frequently not useful for prediction of efficacy in the more stringent non-human primate models. We therefore assessed the efficacy of modified non-immunostimulatory siRNAs in a uniformly lethal non-human primate model of ZEBOV haemorrhagic fever. A combination of modified siRNAs targeting the ZEBOV L polymerase (EK-1 mod), viral protein (VP) 24 (VP24-1160 mod), and VP35 (VP35-855 mod) were formulated in SNALPs. A group of macaques (n=3) was given these pooled anti-ZEBOV siRNAs (2 mg/kg per dose, bolus intravenous infusion) after 30 min, and on days 1, 3, and 5 after challenge with ZEBOV. A second group of macaques (n=4) was given the pooled anti-ZEBOV siRNAs after 30 min, and on days 1, 2, 3, 4, 5, and 6 after challenge with ZEBOV. Two (66%) of three rhesus monkeys given four postexposure treatments of the pooled anti-ZEBOV siRNAs were protected from lethal ZEBOV infection, whereas all macaques given seven postexposure treatments were protected. The treatment regimen in the second study was well tolerated with minor changes in liver enzymes that might have been related to viral infection. This complete postexposure protection against ZEBOV in non-human primates provides a model for the treatment of ZEBOV-induced haemorrhagic fever. These data show the potential of RNA interference as an effective postexposure treatment strategy for people infected with Ebola virus, and suggest that this strategy might also be useful for treatment of other emerging viral infections. Defense Threat Reduction Agency."
20467764,10.1007/s00702-010-0408-5,2010,1.0,Tier 1: enzymatic/direct,,"Oxidative DNA damage as one sign of reactive oxygen species induced oxidative stress is an important factor in the pathogenesis of various psychiatric disorders. Altered levels of DNA base damage products as well as the expression of the main repair enzyme 8-hydroxyguanine glycosylase 1 have been described. The aim of the present study was to examine the effects of drugs (amphetamine, methylphenidate and atomoxetine) used in the treatment of attention deficit-hyperactivity disorder on the expression of this enzyme via reverse transcriptase-polymerase chain reaction in human neuroblastoma SH-SY5Y and human monocytic U-937 cells at concentrations of 50, 500 and 5,000 ng/ml. We observed decreased expression of this enzyme for all applied substances. In U-937 cells, the significance level was reached after treatment with 5,000 ng/ml amphetamine as well as after treatment with 50, 500 and 5,000 ng/ml atomoxetine. Incubation of SH-SY5Y cells with 50 and 5,000 ng/ml amphetamine and 5,000 ng/ml methylphenidate led to significant decreases of 8-hydroxyguanine glycosylase 1. As a positive correlation between the expression of 8-hydroxyguanine glycosylase 1 and the level of oxidative DNA damage products has been described, we accordingly consider these substances (amphetamine, methylphenidate and atomoxetine) to possibly play a protective role in this process."
20452380,10.1016/j.antiviral.2010.04.015,2010,1.0,Tier 1: enzymatic/direct,,"Ebola virus (EBOV), a negative-sense RNA virus in the family Filoviridae, is known to cause severe hemorrhagic fever in humans and other primates. Infection with EBOV causes a high mortality rate and currently there is no FDA-licensed vaccine or therapeutic treatment available. Recently, heat-shock protein 90 (Hsp90), a molecular chaperone, was shown to be an important host factor for the replication of several negative-strand viruses. We tested the effect of several different Hsp90 inhibitors including geldanamycin, radicicol, and 17-allylamino-17-demethoxygeldanamycin (17-AAG; a geldanamycin analog) on the replication of Zaire EBOV. Our results showed that inhibition of Hsp90 significantly reduced the replication of EBOV. Classic Hsp90 inhibitors reduced viral replication with an effective concentration at 50% (EC(50)) in the high nanomolar to low micromolar range, while drugs from a new class of Hsp90 inhibitors showed markedly more potent inhibition. These compounds blocked EBOV replication with an EC(50) in the low nanomolar range and showed significant potency in blocking replication in primary human monocytes. These results validated that Hsp90 is an important host factor for the replication of filoviruses and suggest that Hsp90 inhibitors may be therapeutically effective in treating EBOV infection."
20442202,10.1136/gut.2009.189720,2010,1.0,Tier 1: enzymatic/direct,,"The transcription factor CUX1 is known as a regulator of cell differentiation and cell cycle progression. Previously, CUX1 was identified as a modulator of invasiveness in various cancers. Based on expression profiles suggesting a role for CUX1 in mediating chemoresistance, the aim of this study was to characterise the effect of CUX1 on apoptosis as well as its regulation by signalling pathways modulating drug resistance in pancreatic cancer. The effect of CUX1 on TRAIL- (tumour necrosis factor-related apoptosis-inducing ligand) and drug-induced apoptosis was analysed using overexpression and knock-down strategies. Regulation of CUX1 by phosphatidylinositol-3-kinase (PI3K)/Akt signalling was examined at the mRNA and protein level. The effect of CUX1 knock-down by nanoparticle-complexed small interfering RNA (siRNA) in vivo was analysed in a murine xenograft model. Furthermore, CUX1 RNA and protein expression was evaluated in human pancreatic cancer and adjacent normal tissues. Knock-down of CUX1 resulted in significantly enhanced TRAIL- and drug-induced apoptosis, associated with increased PARP (poly ADP-ribose polymerase) cleavage and caspase activity. Vice versa, overexpression of CUX1 inhibited apoptosis. CUX1 expression was induced by activation of Akt/protein kinase B signalling, and decreased by PI3K inhibitors. The antiapoptotic effect of CUX1 was associated with upregulation of BCL2 and downregulation of tumour necrosis factor alpha. CUX1 was significantly overexpressed in pancreatic cancers, as analysed by in situ hybridisation and immunohistochemistry. In vivo, silencing of CUX1 by intratumourally administered polyethylenimine-complexed siRNA led to reduced tumour growth and increased apoptosis in pancreatic cancer xenografts. CUX1 was identified as an important mediator of tumour cell survival in pancreatic cancer in vitro and in vivo."
20441515,10.1086/652748,2010,1.0,Tier 1: enzymatic/direct,,"Reliable on-site polymerase chain reaction (PCR) testing for Marburg hemorrhagic fever (MHF) is not always available. Therefore, clinicians triage patients on the basis of presenting symptoms and contact history. Using patient data collected in Uige, Angola, in 2005, we assessed the sensitivity and specificity of these factors to evaluate the validity of World Health Organization (WHO)-recommended case definitions for MHF. Multivariable logistic regression was used to identify independent predictors of PCR confirmation of MHF. A data-derived algorithm was developed to obtain new MHF case definitions with improved sensitivity and specificity. A MHF case definition comprising (1) an epidemiological link or (2) the combination of myalgia or arthralgia and any hemorrhage could potentially serve as an alternative to current case definitions. Our data-derived case definitions maintained the sensitivity and improved the specificity of current WHO-recommended case definitions. Continued efforts to improve clinical documentation during filovirus outbreaks would aid in the refinement of case definitions and facilitate outbreak control."
20439981,10.4269/ajtmh.2010.09-0636,2010,1.0,Tier 1: enzymatic/direct,,"Viral hemorrhagic fever is caused by a diverse group of single-stranded, negative-sense or positive-sense RNA viruses belonging to the families Filoviridae (Ebola and Marburg), Arenaviridae (Lassa, Junin, Machupo, Sabia, and Guanarito), and Bunyaviridae (hantavirus). Disease characteristics in these families mark each with the potential to be used as a biological threat agent. Because other diseases have similar clinical symptoms, specific laboratory diagnostic tests are necessary to provide the differential diagnosis during outbreaks and for instituting acceptable quarantine procedures. We designed 48 TaqMan-based polymerase chain reaction (PCR) assays for specific and absolute quantitative detection of multiple hemorrhagic fever viruses. Forty-six assays were determined to be virus-specific, and two were designated as pan assays for Marburg virus. The limit of detection for the assays ranged from 10 to 0.001 plaque-forming units (PFU)/PCR. Although these real-time hemorrhagic fever virus assays are qualitative (presence of target), they are also quantitative (measure a single DNA/RNA target sequence in an unknown sample and express the final results as an absolute value (e.g., viral load, PFUs, or copies/mL) on the basis of concentration of standard samples and can be used in viral load, vaccine, and antiviral drug studies."
